institution-id,institution-name,institution-url
120332,Touro Law Center,https://www.tourolaw.edu/
134954,Western University of Health Sciences,https://www.westernu.edu/
120352, EAB University,https://www.youvisit.com
138939,Northern Vermont University,https://www.northernvermont.edu/
139129,University of Chicago Booth School of Business,https://www.chicagobooth.edu/
120851,University College Dublin,https://www.ucd.ie/
120773,UMKC School of Medicine,https://med.umkc.edu/
139029,Lorenzo Walker Technical College,https://www.lwtc.edu/
121126,Mississippi College of Law,https://law.mc.edu/
121394,KCTCS West Kentucky,https://westkentucky.kctcs.edu/
120346,Lund University,https://www.lunduniversity.lu.se/
121260,Niagara University,https://www.niagara.edu/
138962,University of Nottingham,https://www.nottingham.ac.uk/
138938,Grand View University,https://www.grandview.edu/
139158,Johns Hopkins University SAIS,https://sais.jhu.edu/
139248,John Hopkins Applied Physics Lab,https://www.jhuapl.edu/
120029,Salus University ,https://www.salus.edu/
120175,University of Findlay,https://www.findlay.edu/
97267,Lakehead University,https://www.lakeheadu.ca/
119528,Southwest College of Naturopathic Medicine,https://www.scnm.edu/
120205,Carleton College,https://www.carleton.edu
120074,David Eccles School of Business,https://eccles.utah.edu/
120232,College of Lake County ,https://www.clcillinois.edu/
72015,Vermont Law School,http://www.vermontlaw.edu/
96836,Augusta University,http://www.augusta.edu/
112960,San Francisco Theological Seminary,http://sfts.edu/
113992,NACIS,http://nacis.org/
119459,Graduate Theological Union,http://www.gtu.edu/
119667,Oxford College of Emory University,https://oxford.emory.edu/
120171,College of Staten Island - CUNY,https://www.csi.cuny.edu/
75700,The Penn State Dickinson School of Law,http://law.psu.edu/
120250,St. John's College NM,http://www.sjca.edu
120323,University of Southern California ,https://www.usc.edu/
64180,Cleveland University- Kansas City,http://www.cleveland.edu/
66933,Columbus State University,http://www.columbusstate.edu/
120319,Western University,https://www.uwo.ca/
120037,Babson College Grad,http://www.babson.edu/
120077,New Noreaster,https://www.une.edu
120124,Tropicana Student Living,http://www.tropicanastudentliving.com/
120224,Portland State University,https://www.pdx.edu/
120217,UMHS - University of Medicine and Health Sciences,https://www.umhs-sk.org/
120068,Southern Baptist Theological Seminary,http://www.sbts.edu/
119456,Walnut Hill College,http://www.walnuthillcollege.edu/
64234,Olds College,http://www.oldscollege.ca/
120142,Tallahassee Community College,https://www.tcc.fl.edu
64141,Algoma University,http://www.algomau.ca/
117911,School of Visual Arts,http://www.sva.edu/
117957,Southeastern Baptist Theological Seminary,http://www.sebts.edu/
119580,University of Providence ,https://www.uprovidence.edu/
120032,Northeastern University School of Law,https://www.northeastern.edu/law/
120177,Pacific University Oregon,https://www.pacificu.edu/
120201,CUNY Borough of Manhattan Community College,http://www.bmcc.cuny.edu
119862,Florida SouthWestern State College,https://www.fsw.edu/
72668,University of Victoria,http://www.uvic.ca/
120317,Colorado School of Mines,https://www.mines.edu/
120251,Shippensburg University,http://www.ship.edu/
120062,Sault College,https://www.saultcollege.ca/
120200,Le Moyne College,https://www.lemoyne.edu/Home
120081,Bethel University - Indiana,https://www.bethelcollege.edu/
73708,Toronto Metropolitan University,http://www.ryerson.ca/
120178,Xavier University,https://online.xavier.edu/lp/online-programs/?utm_
60270,Texas Southern University,http://www.tsu.edu
72337,The Wharton School,http://www.wharton.upenn.edu/
62584,Northwest Nazarene University,http://www.nnu.edu
63186,Southwestern College (CA),http://www.swccd.edu
60109,Butler University,http://www.butler.edu
64045,University of Toronto Mississauga,http://www.utoronto.ca/
62916,Roger Williams University,http://www.rwu.edu
61878,Johnson County Community College,http://www.jccc.edu
60222,University of Pittsburgh-Pittsburgh,http://www.pitt.edu
60126,Central New Mexico Community College,http://www.cnm.edu
60713,Butte College,http://www.butte.edu
61501,Hamilton College,http://www.hamilton.edu
63528,University of Central Arkansas,http://uca.edu
63493,Union University,http://www.uu.edu
63517,The University of Alabama in Huntsville,http://www.uah.edu
62837,Randolph College,http://www.randolphcollege.edu
61974,Knox College,http://www.knox.edu
60102,Biola University,http://www.biola.edu
120326,University of York,https://www.york.ac.uk/
96106,University of New Hampshire,http://www.unh.edu
120208,Bloomsburg University,https://www.bloomu.edu/
120211,UC Hastings Law,https://www.uchastings.edu/
120216,University of Tennessee Knoxville,http://www.youvisit.com
120202,YouVisit Demo,https://www.youvisit.com/
63737,University of the Sciences,http://www.usciences.edu
135157,Palm Beach Atlantic University,https://www.pba.edu/
